source,kind,symbol,named_methods,disposition,reason,declared_responsibility
src/Loop/LoopInterface.php,interface,LoopInterface,9,retain,"Backend, timer ownership, portability or diagnostics contract","Defines timer, deferred, stream-watcher, and lifecycle operations for an event loop."
src/Loop/SelectLoop.php,class,SelectLoop,30,retain,"Backend, timer ownership, portability or diagnostics contract",Implements a portable stream-select event loop with timers and diagnostics.
src/Loop/SwooleLoop.php,class,SwooleLoop,22,retain,"Backend, timer ownership, portability or diagnostics contract",Bridges Runwire loop semantics onto an active Swoole/OpenSwoole coroutine reactor.
src/Metrics/DefaultRequestIdPolicy.php,class,DefaultRequestIdPolicy,3,retain,"Metrics schema, bounded diagnostics or request-ID policy extension",Resolves request IDs by optionally reusing valid supplied IDs or generating replacements.
src/Metrics/DiagnosticsPolicy.php,class,DiagnosticsPolicy,2,retain,"Metrics schema, bounded diagnostics or request-ID policy extension",Defines runtime diagnostics thresholds and worker reporting cadence.
src/Metrics/Enum/ApplicationErrorClass.php,enum,ApplicationErrorClass,0,retain,"Metrics schema, bounded diagnostics or request-ID policy extension",Classifies application and transport failures for runtime metrics.
src/Metrics/Enum/ProtocolMetric.php,enum,ProtocolMetric,0,retain,"Metrics schema, bounded diagnostics or request-ID policy extension",Names protocol-specific counters and gauges exposed in runtime metrics.
src/Metrics/GcPolicy.php,class,GcPolicy,1,retain,"Metrics schema, bounded diagnostics or request-ID policy extension","Defines request-count, memory-growth, and cadence thresholds for explicit GC collection."
src/Metrics/MetricsProviderInterface.php,interface,MetricsProviderInterface,1,retain,"Metrics schema, bounded diagnostics or request-ID policy extension",Provides immutable runtime metrics snapshots.
src/Metrics/RandomRequestIdGenerator.php,class,RandomRequestIdGenerator,1,retain,"Metrics schema, bounded diagnostics or request-ID policy extension",Generates compact random request identifiers scoped with runtime process metadata.
src/Metrics/RequestIdGeneratorInterface.php,interface,RequestIdGeneratorInterface,1,retain,"Metrics schema, bounded diagnostics or request-ID policy extension",Generates request identifiers from runtime context.
src/Metrics/RequestIdPolicyInterface.php,interface,RequestIdPolicyInterface,1,retain,"Metrics schema, bounded diagnostics or request-ID policy extension",Resolves a final request identifier from runtime context and an optional candidate.
src/Metrics/RuntimeHealthSnapshot.php,class,RuntimeHealthSnapshot,2,retain,"Metrics schema, bounded diagnostics or request-ID policy extension","Carries liveness, readiness, health, and draining state for a runtime."
src/Metrics/RuntimeMetrics.php,class,RuntimeMetrics,24,retain,"Metrics schema, bounded diagnostics or request-ID policy extension","Accumulates bounded runtime, protocol, request, connection, and error metrics."
src/Metrics/RuntimeMetricsSnapshot.php,class,RuntimeMetricsSnapshot,6,retain,"Metrics schema, bounded diagnostics or request-ID policy extension",Carries a versioned immutable runtime metrics sample suitable for serialization.
src/Network/Connection.php,class,Connection,46,retain,"Transport, bounded buffering, capability or connection ownership","Manages a non-blocking stream connection with bounded buffering, callbacks, backpressure, and timeouts."
src/Network/ConnectionLimits.php,class,ConnectionLimits,2,retain,"Transport, bounded buffering, capability or connection ownership","Defines bounded connection I/O, buffering, watermark, and timeout limits."
src/Network/Datagram.php,class,Datagram,1,retain,"Transport, bounded buffering, capability or connection ownership",Carries a received datagram with peer and local addressing metadata.
src/Network/DatagramListener.php,class,DatagramListener,17,retain,"Transport, bounded buffering, capability or connection ownership",Provides bounded non-blocking UDP receive and send operations on an event loop.
src/Network/DatagramOptions.php,class,DatagramOptions,1,retain,"Transport, bounded buffering, capability or connection ownership","Defines UDP datagram sizing, batching, socket context, and port-reuse options."
src/Network/DatagramWriteResult.php,class,DatagramWriteResult,2,retain,"Transport, bounded buffering, capability or connection ownership",Carries the state and accepted byte count of a datagram write attempt.
src/Network/Enum/CloseReason.php,enum,CloseReason,0,retain,"Transport, bounded buffering, capability or connection ownership",Classifies connection termination reasons.
src/Network/Enum/ConnectionState.php,enum,ConnectionState,0,retain,"Transport, bounded buffering, capability or connection ownership",Represents the lifecycle state of a stream connection.
src/Network/Enum/DatagramWriteState.php,enum,DatagramWriteState,0,retain,"Transport, bounded buffering, capability or connection ownership",Describes the outcome of a datagram write attempt.
src/Network/Enum/StreamTransport.php,enum,StreamTransport,0,retain,"Transport, bounded buffering, capability or connection ownership",Identifies supported stream transport families.
src/Network/Enum/WriteState.php,enum,WriteState,0,retain,"Transport, bounded buffering, capability or connection ownership","Describes acceptance, pressure, closure, or limit rejection for stream writes."
src/Network/Internal/ByteBudget.php,class,ByteBudget,6,retain,"Transport, bounded buffering, capability or connection ownership",Accounts actual Runwire-owned queued bytes against a shared worker ceiling.
src/Network/Internal/ByteQueue.php,class,ByteQueue,12,retain,"Transport, bounded buffering, capability or connection ownership","Stores byte chunks with efficient front reads, discards, and compaction."
src/Network/Internal/ConnectionCallbackOwnership.php,class,ConnectionCallbackOwnership,4,retain,"Transport, bounded buffering, capability or connection ownership",Tracks exclusive ownership of a connection's callback slots.  @internal
src/Network/Internal/ConnectionTimeouts.php,class,ConnectionTimeouts,5,retain,"Transport, bounded buffering, capability or connection ownership",Manages idle and lifetime timers for a network connection.
src/Network/Internal/TlsHandshake.php,class,TlsHandshake,7,retain,"Transport, bounded buffering, capability or connection ownership",Drives a non-blocking server-side TLS handshake on the event loop.
src/Network/ListenerOptions.php,class,ListenerOptions,1,retain,"Transport, bounded buffering, capability or connection ownership","Configures stream-listener capacity, batching, and socket context behavior."
src/Network/SocketCapabilityProbe.php,class,SocketCapabilityProbe,2,retain,"Transport, bounded buffering, capability or connection ownership",Probes runtime support for optional socket capabilities used by listeners.
src/Network/TcpListener.php,class,TcpListener,25,retain,"Transport, bounded buffering, capability or connection ownership",Accepts non-blocking TCP connections and optionally upgrades them through TLS.
src/Network/TlsOptions.php,class,TlsOptions,3,retain,"Transport, bounded buffering, capability or connection ownership","Configures server-side TLS certificates, ALPN, and handshake behavior."
src/Network/UnixListener.php,class,UnixListener,26,retain,"Transport, bounded buffering, capability or connection ownership",Accepts non-blocking Unix-domain stream connections on a filesystem socket.
src/Network/UnixListenerOptions.php,class,UnixListenerOptions,1,retain,"Transport, bounded buffering, capability or connection ownership",Configures Unix-domain listener path ownership and permissions.
src/Network/WriteResult.php,class,WriteResult,3,retain,"Transport, bounded buffering, capability or connection ownership",Describes the outcome and buffered-byte state of a connection write.
src/Network/Internal/ConnectionCallbackDispatcher.php,class,ConnectionCallbackDispatcher,2,candidate C5,Single-owner callback dispatch; preserve failure and cleanup ordering,Dispatches connection callbacks while preserving deterministic cleanup semantics.
src/Process/Command.php,class,Command,12,retain,"Validated command, stream/process resource or termination ownership",Immutable child-process command definition with fluent copy helpers.
src/Process/Enum/IoMode.php,enum,IoMode,0,retain,"Validated command, stream/process resource or termination ownership",Selects how a child-process output stream is handled.
src/Process/Enum/OutputOverflowPolicy.php,enum,OutputOverflowPolicy,0,retain,"Validated command, stream/process resource or termination ownership",Determines how process execution reacts when captured output exceeds its limit.
src/Process/Enum/TerminationReason.php,enum,TerminationReason,0,retain,"Validated command, stream/process resource or termination ownership",Identifies why a child process stopped running.
src/Process/Internal/CommandValidator.php,class,CommandValidator,7,retain,"Validated command, stream/process resource or termination ownership",Validates process commands against the configured execution policy.
src/Process/Internal/InputSource.php,class,InputSource,11,retain,"Validated command, stream/process resource or termination ownership","Normalizes process stdin from strings, streams, or callable producers."
src/Process/Internal/OutputSink.php,class,OutputSink,5,retain,"Validated command, stream/process resource or termination ownership",Collects or streams child-process output while tracking truncation.
src/Process/Internal/PreparedCommand.php,class,PreparedCommand,1,retain,"Validated command, stream/process resource or termination ownership",Holds a validated command and normalized execution arguments.
src/Process/Internal/ProcessHandle.php,class,ProcessHandle,8,retain,"Validated command, stream/process resource or termination ownership",Owns a child-process resource and its termination lifecycle.
src/Process/Internal/ProcessTermination.php,class,ProcessTermination,6,retain,"Validated command, stream/process resource or termination ownership",Tracks and enforces the bounded child-process termination sequence.
src/Process/Internal/ProcessTerminator.php,class,ProcessTerminator,5,retain,"Validated command, stream/process resource or termination ownership",Terminates owned child processes and their isolated POSIX process groups when available.  @internal
src/Process/ProcessPolicy.php,class,ProcessPolicy,6,retain,"Validated command, stream/process resource or termination ownership",Defines security and resource ceilings for child-process execution.
src/Process/ProcessResult.php,class,ProcessResult,4,retain,"Validated command, stream/process resource or termination ownership","Captures child-process exit state, output, and execution statistics."
src/Process/ProcessRunner.php,class,ProcessRunner,19,retain,"Validated command, stream/process resource or termination ownership",Executes validated child-process commands with bounded I/O and termination handling.
src/Protocol/CodecException.php,class,CodecException,0,retain,Framing provider or public codec/connection boundary,Signals invalid or incomplete protocol frame encoding and decoding.
src/Protocol/Enum/LengthPrefixFormat.php,enum,LengthPrefixFormat,1,retain,Framing provider or public codec/connection boundary,Defines supported fixed-width frame length-prefix encodings.
src/Protocol/FrameCodecInterface.php,interface,FrameCodecInterface,4,retain,Framing provider or public codec/connection boundary,Encodes application frames and incrementally decodes framed byte streams.
src/Protocol/FramedConnection.php,class,FramedConnection,10,retain,Framing provider or public codec/connection boundary,Adapts a byte-stream connection to framed message send and receive operations.
src/Protocol/LengthPrefixedCodec.php,class,LengthPrefixedCodec,10,retain,Framing provider or public codec/connection boundary,Encodes and incrementally decodes frames using a fixed-width length prefix.
src/Protocol/LineCodec.php,class,LineCodec,6,retain,Framing provider or public codec/connection boundary,Encodes and incrementally decodes delimiter-terminated text frames.
src/Protocol/RawCodec.php,class,RawCodec,4,retain,Framing provider or public codec/connection boundary,Treats each non-empty incoming byte chunk as a complete frame without transformation.
src/RequestContext.php,class,RequestContext,25,retain,"Public entry point, validated policy or request/cancellation ownership","Carries per-request runtime binding, cancellation, deadlines, and bounded attributes."
src/RequestDeadline.php,class,RequestDeadline,5,retain,"Public entry point, validated policy or request/cancellation ownership",Represents an optional monotonic deadline for request execution.
src/RoadRunnerOptions.php,class,RoadRunnerOptions,1,retain,"Public entry point, validated policy or request/cancellation ownership",Configures RoadRunner request and response body limits.
src/Runtime/AdmissionPolicy.php,class,AdmissionPolicy,3,retain,"Driver, capability, application or worker lifecycle responsibility","Defines request, connection, and stream admission ceilings for a worker."
src/Runtime/ApplicationLifecycle.php,class,ApplicationLifecycle,11,retain,"Driver, capability, application or worker lifecycle responsibility","Coordinates application startup, admission, request cleanup, draining, and shutdown."
src/Runtime/ApplicationLifecycleHooks.php,class,ApplicationLifecycleHooks,1,retain,"Driver, capability, application or worker lifecycle responsibility",Bundles optional application lifecycle callbacks and request resetters.
src/Runtime/CoroutineRequestHandler.php,class,CoroutineRequestHandler,3,retain,"Driver, capability, application or worker lifecycle responsibility",Adapts an HTTP handler to execute within a request-scoped coroutine runtime.
src/Runtime/DevelopmentWatchPolicy.php,class,DevelopmentWatchPolicy,1,retain,"Driver, capability, application or worker lifecycle responsibility","Configures development file watching, polling, and reload debouncing."
src/Runtime/Driver/FpmDriver.php,class,FpmDriver,3,retain,"Driver, capability, application or worker lifecycle responsibility",Runs a single request through PHP-FPM's request-owned lifecycle.
src/Runtime/Driver/FrankenPhpDriver.php,class,FrankenPhpDriver,7,retain,"Driver, capability, application or worker lifecycle responsibility",Runs applications through FrankenPHP classic or persistent worker mode.
src/Runtime/Driver/RoadRunnerDriver.php,class,RoadRunnerDriver,4,retain,"Driver, capability, application or worker lifecycle responsibility",Runs persistent HTTP request handling through a RoadRunner worker session.
src/Runtime/Driver/SwooleDriver.php,class,SwooleDriver,13,retain,"Driver, capability, application or worker lifecycle responsibility",Runs HTTP applications on a Swoole or OpenSwoole host server.
src/Runtime/Enum/ApplicationStartupPhase.php,enum,ApplicationStartupPhase,0,retain,"Driver, capability, application or worker lifecycle responsibility",Identifies application boot and warmup startup phases.
src/Runtime/Enum/CancellationReason.php,enum,CancellationReason,0,retain,"Driver, capability, application or worker lifecycle responsibility",Classifies request and coroutine cancellation causes.
src/Runtime/Enum/FrankenPhpMode.php,enum,FrankenPhpMode,0,retain,"Driver, capability, application or worker lifecycle responsibility","Selects FrankenPHP automatic, classic, or worker execution mode."
src/Runtime/Enum/OpcacheMode.php,enum,OpcacheMode,0,retain,"Driver, capability, application or worker lifecycle responsibility",Defines runtime OPcache preference and requirement modes.
src/Runtime/Enum/RuntimeCapability.php,enum,RuntimeCapability,0,retain,"Driver, capability, application or worker lifecycle responsibility",Names capabilities that may be exposed by a resolved runtime environment.
src/Runtime/Enum/RuntimeDriver.php,enum,RuntimeDriver,0,retain,"Driver, capability, application or worker lifecycle responsibility",Identifies supported native and host-owned runtime drivers.
src/Runtime/Host/DynamicHostObject.php,class,DynamicHostObject,2,retain,"Driver, capability, application or worker lifecycle responsibility",Provides validated dynamic access to host-runtime object properties and methods.
src/Runtime/Host/HostDriverFactory.php,class,HostDriverFactory,1,candidate W1,Single-caller driver construction; public contract and complexity review,Creates host-owned runtime driver implementations from resolved driver selections.
src/Runtime/Host/HostDriverInterface.php,interface,HostDriverInterface,2,retain,"Driver, capability, application or worker lifecycle responsibility",Defines the lifecycle contract implemented by host-owned runtime drivers.
src/Runtime/Host/HostProtocolVersion.php,class,HostProtocolVersion,1,retain,"Driver, capability, application or worker lifecycle responsibility",Maps explicit host protocol metadata without silently upgrading unknown versions.
src/Runtime/Host/HostRequestFactory.php,class,HostRequestFactory,8,retain,"Driver, capability, application or worker lifecycle responsibility",Normalizes host-provided request metadata and bodies into Runwire HTTP requests.
src/Runtime/Host/NativePhpResponseWriterFactory.php,class,NativePhpResponseWriterFactory,1,retain,"Driver, capability, application or worker lifecycle responsibility",Creates response writers backed by PHP's native response APIs and output stream.
src/Runtime/Host/RoadRunnerResponseWriter.php,class,RoadRunnerResponseWriter,13,retain,"Driver, capability, application or worker lifecycle responsibility",Streams bounded HTTP responses through a RoadRunner session.
src/Runtime/Host/RoadRunnerSession.php,class,RoadRunnerSession,10,retain,"Driver, capability, application or worker lifecycle responsibility",Adapts RoadRunner worker objects to Runwire's host session contract.
src/Runtime/Host/RoadRunnerSessionInterface.php,interface,RoadRunnerSessionInterface,3,retain,"Driver, capability, application or worker lifecycle responsibility",Defines request and response operations required by the RoadRunner driver.
src/Runtime/Host/RuntimeApplication.php,class,RuntimeApplication,9,candidate C8,Application facade delegates lifecycle; public migration and ownership review,Exposes an application lifecycle through the host runtime application contract.
src/Runtime/Internal/AdmissionController.php,class,AdmissionController,5,retain,"Driver, capability, application or worker lifecycle responsibility",Enforces per-worker request and stream admission limits.
src/Runtime/Internal/ApplicationShutdown.php,class,ApplicationShutdown,2,retain,"Driver, capability, application or worker lifecycle responsibility",Preserves primary runtime failures while completing application shutdown.
src/Runtime/Internal/BoundDatagramServer.php,class,BoundDatagramServer,1,retain,"Driver, capability, application or worker lifecycle responsibility",Pairs a datagram server definition with its bound listener.
src/Runtime/Internal/BoundServer.php,class,BoundServer,1,retain,"Driver, capability, application or worker lifecycle responsibility",Pairs an HTTP server definition with its bound TCP listener.
src/Runtime/Internal/BoundStreamServer.php,class,BoundStreamServer,1,retain,"Driver, capability, application or worker lifecycle responsibility",Pairs a framed stream server definition with its bound transport listener.
src/Runtime/Internal/DevelopmentWatcher.php,class,DevelopmentWatcher,9,retain,"Driver, capability, application or worker lifecycle responsibility",Polls development files and debounces change callbacks on an event loop.
src/Runtime/Internal/NativeDatagramWorker.php,class,NativeDatagramWorker,2,retain,"Driver, capability, application or worker lifecycle responsibility",Runs native datagram servers inside native event loops.
src/Runtime/Internal/NativeHttp3Attachment.php,class,NativeHttp3Attachment,15,retain,"Driver, capability, application or worker lifecycle responsibility",Owns one portable HTTP/3 attachment lifecycle on a shared native loop.  @internal
src/Runtime/Internal/NativeHttp3Worker.php,class,NativeHttp3Worker,5,retain,"Driver, capability, application or worker lifecycle responsibility",Runs native HTTP/3 QUIC handling inside native runtime workers.
src/Runtime/Internal/NativeHttpWorker.php,class,NativeHttpWorker,6,retain,"Driver, capability, application or worker lifecycle responsibility",Runs native HTTP/1.1 and HTTP/2 sessions inside native event loops.
src/Runtime/Internal/NativeStreamWorker.php,class,NativeStreamWorker,4,retain,"Driver, capability, application or worker lifecycle responsibility",Runs framed TCP or Unix-domain stream sessions inside native event loops.
src/Runtime/Internal/NativeTopologyValidator.php,class,NativeTopologyValidator,3,retain,"Driver, capability, application or worker lifecycle responsibility",Validates capability-sensitive native listener topology before resources are bound.
src/Runtime/Internal/NativeWorkerHandle.php,class,NativeWorkerHandle,4,retain,"Driver, capability, application or worker lifecycle responsibility",Controls one native worker attachment without owning its event loop.
src/Runtime/Internal/PortableNativeRuntime.php,class,PortableNativeRuntime,16,retain,"Driver, capability, application or worker lifecycle responsibility",Runs native listeners in one process when prefork process capabilities are unavailable.
src/Runtime/Internal/RequestFinalizer.php,class,RequestFinalizer,10,retain,"Driver, capability, application or worker lifecycle responsibility",Owns exactly-once terminal accounting for one admitted application request.  @internal
src/Runtime/Internal/SystemResourceProbe.php,class,SystemResourceProbe,12,retain,"Driver, capability, application or worker lifecycle responsibility",Detects effective CPU and memory limits from the host and cgroup environment.
src/Runtime/Internal/WorkerDiagnosticsSampler.php,class,WorkerDiagnosticsSampler,2,retain,"Driver, capability, application or worker lifecycle responsibility",Periodically reports runtime and loop diagnostics through a worker context.
src/Runtime/Internal/WorkerRecycleState.php,class,WorkerRecycleState,10,retain,"Driver, capability, application or worker lifecycle responsibility","Tracks worker request, memory, and lifetime thresholds for recycle decisions."
src/Runtime/Internal/WorkerStopState.php,class,WorkerStopState,4,retain,"Driver, capability, application or worker lifecycle responsibility",Tracks whether a native worker is stopping and coordinates loop termination.
src/Runtime/LoopAwareRequestHandlerInterface.php,interface,LoopAwareRequestHandlerInterface,1,retain,"Driver, capability, application or worker lifecycle responsibility",Allows a request handler to attach cooperative work to a runtime-owned loop.
src/Runtime/RequestExecutionPolicy.php,class,RequestExecutionPolicy,3,retain,"Driver, capability, application or worker lifecycle responsibility","Configures request deadlines, garbage collection, and request ID resolution."
src/Runtime/RequestResetterInterface.php,interface,RequestResetterInterface,1,retain,"Driver, capability, application or worker lifecycle responsibility",Resets request-scoped application state after request handling completes.
src/Runtime/RequestResetterRegistry.php,class,RequestResetterRegistry,3,retain,"Driver, capability, application or worker lifecycle responsibility",Stores bounded request resetters and executes them while collecting failures.
src/Runtime/RuntimeApplicationFactoryInterface.php,interface,RuntimeApplicationFactoryInterface,1,retain,"Driver, capability, application or worker lifecycle responsibility",Creates runtime applications for a concrete worker or host runtime context.
src/Runtime/RuntimeApplicationInterface.php,interface,RuntimeApplicationInterface,7,retain,"Driver, capability, application or worker lifecycle responsibility",Defines the lifecycle and request-handling contract for runtime applications.
src/Runtime/RuntimeCapabilityResolver.php,class,RuntimeCapabilityResolver,6,retain,"Driver, capability, application or worker lifecycle responsibility",Builds concrete runtime capability sets from driver and environment information.
src/Runtime/RuntimeDriverResolver.php,class,RuntimeDriverResolver,2,retain,"Driver, capability, application or worker lifecycle responsibility",Selects a concrete runtime driver from explicit or automatic runtime policy.
src/Runtime/RuntimeEnvironment.php,class,RuntimeEnvironment,8,retain,"Driver, capability, application or worker lifecycle responsibility","Describes detected host runtime drivers, extensions, and effective system resources."
src/Runtime/RuntimeEnvironmentProbe.php,class,RuntimeEnvironmentProbe,16,retain,"Driver, capability, application or worker lifecycle responsibility","Detects runtime hosts, extensions, OPcache state, and system resources."
src/Runtime/RuntimeSelection.php,class,RuntimeSelection,1,retain,"Driver, capability, application or worker lifecycle responsibility","Captures a resolved runtime driver, capabilities, and selection warnings."
src/Runtime/RuntimeSelector.php,class,RuntimeSelector,5,retain,"Driver, capability, application or worker lifecycle responsibility",Resolves a runtime driver and validates capability-dependent runtime options.
src/Runtime/SystemResources.php,class,SystemResources,2,retain,"Driver, capability, application or worker lifecycle responsibility",Describes effective CPU and memory resources available to the runtime.
src/Runtime.php,class,Runtime,31,retain,"Public entry point, validated policy or request/cancellation ownership",Configures and runs native or host-owned Runwire application runtimes.
src/RuntimeCapabilities.php,class,RuntimeCapabilities,3,retain,"Public entry point, validated policy or request/cancellation ownership",Describes capabilities and ownership semantics of a resolved runtime driver.
src/RuntimeContext.php,class,RuntimeContext,7,retain,"Public entry point, validated policy or request/cancellation ownership","Describes the active runtime execution context, capabilities, and metrics state."
src/RuntimeOptions.php,class,RuntimeOptions,1,retain,"Public entry point, validated policy or request/cancellation ownership","Collects runtime driver, lifecycle, admission, diagnostics, and host-specific options."
src/Server.php,class,Server,13,retain,"Public entry point, validated policy or request/cancellation ownership","Defines a managed HTTP server and its worker, protocol, transport, and application policies."
src/StreamServer.php,class,StreamServer,15,retain,"Public entry point, validated policy or request/cancellation ownership",Defines a managed framed stream server over TCP or Unix-domain sockets.
src/Supervisor/Enum/ChildExitAction.php,enum,ChildExitAction,0,retain,"Worker identity, supervision policy, lifecycle or process boundary",Describes the supervisor action selected after a child process exits.
src/Supervisor/Enum/ShutdownReason.php,enum,ShutdownReason,0,retain,"Worker identity, supervision policy, lifecycle or process boundary",Classifies intentional and failure-driven worker shutdown causes.
src/Supervisor/Enum/SupervisorEventType.php,enum,SupervisorEventType,0,retain,"Worker identity, supervision policy, lifecycle or process boundary",Identifies lifecycle and health events emitted by the supervisor.
src/Supervisor/Enum/WorkerExitReason.php,enum,WorkerExitReason,0,retain,"Worker identity, supervision policy, lifecycle or process boundary",Classifies worker-process exit outcomes for supervision and restart policy.
src/Supervisor/Enum/WorkerRole.php,enum,WorkerRole,2,retain,"Worker identity, supervision policy, lifecycle or process boundary",Identifies the operational role assigned to a supervised worker group.
src/Supervisor/Enum/WorkerState.php,enum,WorkerState,1,retain,"Worker identity, supervision policy, lifecycle or process boundary",Represents the lifecycle and health state of a supervised worker.
src/Supervisor/Internal/ChildExitTransition.php,class,ChildExitTransition,3,retain,"Worker identity, supervision policy, lifecycle or process boundary",Computes the supervisor transition to apply after a child process exits.
src/Supervisor/Internal/ChildReaper.php,class,ChildReaper,4,retain,"Worker identity, supervision policy, lifecycle or process boundary",Normalizes child-process wait status and performs non-blocking reap cycles.
src/Supervisor/Internal/ChildRecord.php,class,ChildRecord,1,retain,"Worker identity, supervision policy, lifecycle or process boundary",Stores mutable supervisor state for one child worker process.
src/Supervisor/Internal/ChildSet.php,class,ChildSet,5,retain,"Worker identity, supervision policy, lifecycle or process boundary",Provides derived state and slot queries across supervised child records.
src/Supervisor/Internal/IdentitySystemInterface.php,interface,IdentitySystemInterface,6,retain,"Worker identity, supervision policy, lifecycle or process boundary",Provides the operating-system identity operations required by worker privilege dropping.  @internal
src/Supervisor/Internal/LifecycleEmitter.php,class,LifecycleEmitter,5,retain,"Worker identity, supervision policy, lifecycle or process boundary",Delivers supervisor lifecycle events while isolating and counting listener failures.
src/Supervisor/Internal/PeriodicTaskRegistry.php,class,PeriodicTaskRegistry,9,retain,"Worker identity, supervision policy, lifecycle or process boundary",Registers bounded periodic worker tasks and coordinates them with an event loop.
src/Supervisor/Internal/PosixIdentitySystem.php,class,PosixIdentitySystem,6,retain,"Worker identity, supervision policy, lifecycle or process boundary",Native POSIX identity operations used by supervised worker privilege dropping.  @internal
src/Supervisor/Internal/PrivilegeDropper.php,class,PrivilegeDropper,10,retain,"Worker identity, supervision policy, lifecycle or process boundary",Applies one worker identity transition with supplementary-group normalization.  @internal
src/Supervisor/Internal/ReadinessChannel.php,class,ReadinessChannel,3,retain,"Worker identity, supervision policy, lifecycle or process boundary","Manages worker readiness watchers, timers, and inherited readiness streams."
src/Supervisor/Internal/ReloadCoordinator.php,class,ReloadCoordinator,18,retain,"Worker identity, supervision policy, lifecycle or process boundary",Coordinates bounded rolling reloads across reloadable worker slots.
src/Supervisor/Internal/RestartCoordinator.php,class,RestartCoordinator,13,retain,"Worker identity, supervision policy, lifecycle or process boundary",Schedules worker restarts with bounded backoff and reload-aware failure handling.
src/Supervisor/Internal/RuntimeMetricsAggregator.php,class,RuntimeMetricsAggregator,6,retain,"Worker identity, supervision policy, lifecycle or process boundary",Aggregates per-worker runtime metric snapshots into a supervisor-wide snapshot.
src/Supervisor/Internal/SignalBridge.php,class,SignalBridge,11,retain,"Worker identity, supervision policy, lifecycle or process boundary",Bridges asynchronous POSIX signals into event-loop wakeups for the supervisor.
src/Supervisor/Internal/SupervisorStatusBuilder.php,class,SupervisorStatusBuilder,7,retain,"Worker identity, supervision policy, lifecycle or process boundary","Builds immutable supervisor status, worker health, and aggregate metrics snapshots."
src/Supervisor/Internal/WorkerChildRuntime.php,class,WorkerChildRuntime,5,retain,"Worker identity, supervision policy, lifecycle or process boundary",Boots and terminates one forked worker child under supervisor control.
src/Supervisor/Internal/WorkerCoroutineScope.php,class,WorkerCoroutineScope,10,retain,"Worker identity, supervision policy, lifecycle or process boundary",Owns background worker coroutines and coordinates their graceful shutdown.
src/Supervisor/Internal/WorkerLifecycleCoordinator.php,class,WorkerLifecycleCoordinator,12,retain,"Worker identity, supervision policy, lifecycle or process boundary",Applies worker lifecycle channel messages to supervisor child state.
src/Supervisor/PeriodicTaskHandle.php,class,PeriodicTaskHandle,3,retain,"Worker identity, supervision policy, lifecycle or process boundary",Provides idempotent cancellation for a registered periodic worker task.
src/Supervisor/PrivilegeDropPolicy.php,class,PrivilegeDropPolicy,8,retain,"Worker identity, supervision policy, lifecycle or process boundary",Configures and applies optional worker UID and GID privilege reduction.
src/Supervisor/ReloadPolicy.php,class,ReloadPolicy,1,retain,"Worker identity, supervision policy, lifecycle or process boundary","Defines surge, availability, readiness, and drain limits for rolling reloads."
src/Supervisor/RestartPolicy.php,class,RestartPolicy,2,retain,"Worker identity, supervision policy, lifecycle or process boundary",Defines worker restart budgets and exponential backoff behavior.
src/Supervisor/Supervisor.php,class,Supervisor,31,retain,"Worker identity, supervision policy, lifecycle or process boundary","Manages native worker groups, lifecycle events, reloads, recycling, signals, and control-plane state."
src/Supervisor/SupervisorEvent.php,class,SupervisorEvent,1,retain,"Worker identity, supervision policy, lifecycle or process boundary",Carries immutable metadata for one emitted supervisor lifecycle event.
src/Supervisor/SupervisorStatus.php,class,SupervisorStatus,1,retain,"Worker identity, supervision policy, lifecycle or process boundary","Represents a point-in-time supervisor, worker, health, and metrics snapshot."
src/Supervisor/WorkerContext.php,class,WorkerContext,33,retain,"Worker identity, supervision policy, lifecycle or process boundary","Exposes worker identity, lifecycle signaling, recycling, periodic work, and background coroutine controls."
src/Supervisor/WorkerGroup.php,class,WorkerGroup,2,retain,"Worker identity, supervision policy, lifecycle or process boundary","Defines one supervised worker group and its restart, recycle, admission, and identity policies."
src/Supervisor/WorkerRecyclePolicy.php,class,WorkerRecyclePolicy,2,retain,"Worker identity, supervision policy, lifecycle or process boundary","Defines request, lifetime, memory, jitter, and drain thresholds for worker recycling."
src/Supervisor/WorkerStatus.php,class,WorkerStatus,1,retain,"Worker identity, supervision policy, lifecycle or process boundary",Represents a point-in-time status snapshot for one supervised worker process.
src/SwooleOptions.php,class,SwooleOptions,3,retain,"Public entry point, validated policy or request/cancellation ownership",Configures the host-owned Swoole/OpenSwoole HTTP runtime adapter.
src/WebSocket/Internal/WebSocketFrame.php,class,WebSocketFrame,1,retain,"Upgrade, frame/message semantics or bounded session ownership",Carries one validated and unmasked WebSocket frame.  @internal
src/WebSocket/Internal/WebSocketFrameParser.php,class,WebSocketFrameParser,13,retain,"Upgrade, frame/message semantics or bounded session ownership",Incrementally parses bounded client-to-server WebSocket frames.  @internal
src/WebSocket/Internal/WebSocketProtocolException.php,class,WebSocketProtocolException,1,retain,"Upgrade, frame/message semantics or bounded session ownership",Represents a WebSocket protocol failure and its RFC close code.  @internal
src/WebSocket/Internal/WebSocketWireCodec.php,class,WebSocketWireCodec,4,retain,"Upgrade, frame/message semantics or bounded session ownership",Encodes server frames and validates/decodes close payloads.  @internal
src/WebSocket/WebSocketMessage.php,class,WebSocketMessage,1,retain,"Upgrade, frame/message semantics or bounded session ownership",Represents one fully reassembled inbound WebSocket message.
